C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
00,INDIA,,,,,,,,,,,040000,ENGLISH ,5300,2796,2504
00,INDIA,,,,,,,,,,,045000,HALABI,1,0,1
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,1,1,0
00,INDIA,,,,,,,,,,,117000,TULU ,14,6,8
00,INDIA,,,,,,,,,,,124000,OTHERS,21,14,7
00,INDIA,,,,,,012000,MANIPURI ,5972,3786,2186,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,50,28,22
00,INDIA,,,,,,,,,,,002000,BENGALI ,57,33,24
00,INDIA,,,,,,,,,,,007000,KANNADA,2,1,1
00,INDIA,,,,,,,,,,,010000,MAITHILI ,3,1,2
00,INDIA,,,,,,,,,,,011000,MALAYALAM,2,0,2
00,INDIA,,,,,,,,,,,013000,MARATHI ,8,5,3
00,INDIA,,,,,,,,,,,014000,NEPALI ,38,30,8
00,INDIA,,,,,,,,,,,015000,ODIA ,4,1,3
00,INDIA,,,,,,,,,,,016000,PUNJABI ,3,2,1
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1,1,0
00,INDIA,,,,,,,,,,,019000,SINDHI,1,0,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,5,2,3
00,INDIA,,,,,,,,,,,022000,URDU,8,7,1
00,INDIA,,,,,,,,,,,033000,BISHNUPURIYA,4,3,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1090,740,350
00,INDIA,,,,,,,,,,,047000,HMAR,1,0,1
00,INDIA,,,,,,,,,,,051000,KABUI ,31,21,10
00,INDIA,,,,,,,,,,,071000,KUKI,9,7,2
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,6,4,2
00,INDIA,,,,,,,,,,,084000,MAO,9,7,2
00,INDIA,,,,,,,,,,,085000,MARAM,8,6,2
00,INDIA,,,,,,,,,,,096000,PAITE,10,9,1
00,INDIA,,,,,,,,,,,112000,TANGKHUL ,24,16,8
00,INDIA,,,,,,,,,,,114000,THADO ,9,7,2
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,31,22,9
00,INDIA,,,,,,013000,MARATHI ,6052733,3300185,2752548,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,64,40,24
00,INDIA,,,,,,,,,,,002000,BENGALI ,2116,1368,748
00,INDIA,,,,,,,,,,,003000,BODO ,1,1,0
00,INDIA,,,,,,,,,,,004000,DOGRI ,4,4,0
00,INDIA,,,,,,,,,,,005000,GUJARATI,42516,25947,16569
00,INDIA,,,,,,,,,,,007000,KANNADA,37585,20632,16953
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,23,17,6
00,INDIA,,,,,,,,,,,009000,KONKANI,2233,1224,1009
00,INDIA,,,,,,,,,,,010000,MAITHILI ,276,174,102
00,INDIA,,,,,,,,,,,011000,MALAYALAM,293,152,141
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,0,1
00,INDIA,,,,,,,,,,,014000,NEPALI ,680,396,284
00,INDIA,,,,,,,,,,,015000,ODIA ,213,123,90
00,INDIA,,,,,,,,,,,016000,PUNJABI ,3476,2030,1446
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,2777,1585,1192
00,INDIA,,,,,,,,,,,018000,SANTALI ,141,81,60
00,INDIA,,,,,,,,,,,019000,SINDHI,1089,650,439
00,INDIA,,,,,,,,,,,020000,TAMIL ,1153,660,493
00,INDIA,,,,,,,,,,,021000,TELUGU ,10774,5795,4979
00,INDIA,,,,,,,,,,,022000,URDU,74949,38370,36579
00,INDIA,,,,,,,,,,,023000,ADI ,2,1,1
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1637,799,838
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,699,366,333
00,INDIA,,,,,,,,,,,037000,COORGI/KODAGU ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,745214,452913,292301
00,INDIA,,,,,,,,,,,044000,GONDI,2213,1223,990
00,INDIA,,,,,,,,,,,045000,HALABI,51,27,24
00,INDIA,,,,,,,,,,,053000,KHANDESHI,10793,5916,4877
00,INDIA,,,,,,,,,,,054000,KHARIA ,4,2,2
00,INDIA,,,,,,,,,,,055000,KHASI ,2,2,0
00,INDIA,,,,,,,,,,,063000,KOLAMI ,17,11,6
00,INDIA,,,,,,,,,,,065000,KONDA,2,1,1
00,INDIA,,,,,,,,,,,067000,KORKU ,940,536,404
00,INDIA,,,,,,,,,,,068000,KORWA ,44,22,22
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,13,8,5
00,INDIA,,,,,,,,,,,075000,LAHNDA ,20,11,9
00,INDIA,,,,,,,,,,,091000,MUNDA,6,2,4
00,INDIA,,,,,,,,,,,092000,MUNDARI ,1,0,1
00,INDIA,,,,,,,,,,,117000,TULU ,109,52,57
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,11349,6233,5116
00,INDIA,,,,,,014000,NEPALI ,143819,79349,64470,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1714,1031,683
00,INDIA,,,,,,,,,,,002000,BENGALI ,5843,3618,2225
00,INDIA,,,,,,,,,,,003000,BODO ,22,13,9
00,INDIA,,,,,,,,,,,004000,DOGRI ,33,19,14
00,INDIA,,,,,,,,,,,005000,GUJARATI,318,191,127
00,INDIA,,,,,,,,,,,007000,KANNADA,62,48,14
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,75,39,36
00,INDIA,,,,,,,,,,,009000,KONKANI,7,5,2
00,INDIA,,,,,,,,,,,010000,MAITHILI ,108,60,48
00,INDIA,,,,,,,,,,,011000,MALAYALAM,12,8,4
00,INDIA,,,,,,,,,,,012000,MANIPURI ,84,50,34
00,INDIA,,,,,,,,,,,013000,MARATHI ,609,372,237
00,INDIA,,,,,,,,,,,015000,ODIA ,99,54,45
00,INDIA,,,,,,,,,,,016000,PUNJABI ,537,360,177
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,56,45,11
00,INDIA,,,,,,,,,,,018000,SANTALI ,16,7,9
00,INDIA,,,,,,,,,,,019000,SINDHI,5,4,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,27,18,9
00,INDIA,,,,,,,,,,,021000,TELUGU ,74,32,42
00,INDIA,,,,,,,,,,,022000,URDU,341,263,78
00,INDIA,,,,,,,,,,,023000,ADI ,6,2,4
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,12,10,2
00,INDIA,,,,,,,,,,,031000,BHOTIA ,15,11,4
00,INDIA,,,,,,,,,,,040000,ENGLISH ,14833,9155,5678
00,INDIA,,,,,,,,,,,043000,GARO ,10,7,3
00,INDIA,,,,,,,,,,,044000,GONDI,2,1,1
00,INDIA,,,,,,,,,,,047000,HMAR,1,1,0
00,INDIA,,,,,,,,,,,048000,HO,5,3,2
00,INDIA,,,,,,,,,,,052000,KARBI/MIKIR ,4,3,1
00,INDIA,,,,,,,,,,,054000,KHARIA ,2,1,1
00,INDIA,,,,,,,,,,,055000,KHASI ,66,50,16
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,31,13,18
00,INDIA,,,,,,,,,,,073000,LADAKHI ,1,0,1
00,INDIA,,,,,,,,,,,078000,LEPCHA ,2,1,1
00,INDIA,,,,,,,,,,,080000,LIMBU ,1,0,1
00,INDIA,,,,,,,,,,,081000,LOTHA ,2,2,0
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,8,6,2
00,INDIA,,,,,,,,,,,087000,MIRI/MISHING,1,1,0
00,INDIA,,,,,,,,,,,091000,MUNDA,13,6,7
00,INDIA,,,,,,,,,,,092000,MUNDARI ,7,2,5
00,INDIA,,,,,,,,,,,095000,NOCTE ,1,1,0
00,INDIA,,,,,,,,,,,102000,RABHA ,2,1,1
00,INDIA,,,,,,,,,,,108000,SHERPA ,2,0,2
00,INDIA,,,,,,,,,,,111000,TAMANG ,2,1,1
00,INDIA,,,,,,,,,,,115000,TIBETAN ,9,8,1
00,INDIA,,,,,,,,,,,117000,TULU ,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,172,101,71
00,INDIA,,,,,,015000,ODIA ,682765,364793,317972,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,379,197,182
00,INDIA,,,,,,,,,,,002000,BENGALI ,10386,5657,4729
00,INDIA,,,,,,,,,,,004000,DOGRI ,1,1,0
00,INDIA,,,,,,,,,,,005000,GUJARATI,231,133,98
00,INDIA,,,,,,,,,,,007000,KANNADA,99,83,16
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,3,2,1
00,INDIA,,,,,,,,,,,009000,KONKANI,9,5,4
00,INDIA,,,,,,,,,,,010000,MAITHILI ,65,44,21
00,INDIA,,,,,,,,,,,011000,MALAYALAM,21,14,7
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,185,114,71
00,INDIA,,,,,,,,,,,014000,NEPALI ,150,89,61
00,INDIA,,,,,,,,,,,016000,PUNJABI ,337,214,123
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,179,117,62
00,INDIA,,,,,,,,,,,018000,SANTALI ,771,467,304
00,INDIA,,,,,,,,,,,019000,SINDHI,14,6,8
00,INDIA,,,,,,,,,,,020000,TAMIL ,64,47,17
00,INDIA,,,,,,,,,,,021000,TELUGU ,882,542,340
00,INDIA,,,,,,,,,,,022000,URDU,4839,2560,2279
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,43,21,22
00,INDIA,,,,,,,,,,,032000,BHUMIJ ,5,3,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,87391,52614,34777
00,INDIA,,,,,,,,,,,044000,GONDI,260,178,82
00,INDIA,,,,,,,,,,,045000,HALABI,1507,770,737
00,INDIA,,,,,,,,,,,048000,HO,943,533,410
00,INDIA,,,,,,,,,,,054000,KHARIA ,316,165,151
00,INDIA,,,,,,,,,,,058000,KHOND/KONDH ,4,2,2
00,INDIA,,,,,,,,,,,060000,KISAN ,266,121,145
00,INDIA,,,,,,,,,,,065000,KONDA,1,0,1
00,INDIA,,,,,,,,,,,068000,KORWA ,4,2,2
00,INDIA,,,,,,,,,,,069000,KOYA ,20,12,8
00,INDIA,,,,,,,,,,,070000,KUI ,28,14,14
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,994,497,497
00,INDIA,,,,,,,,,,,091000,MUNDA,1004,478,526
00,INDIA,,,,,,,,,,,092000,MUNDARI ,337,162,175
00,INDIA,,,,,,,,,,,097000,PARJI ,6,1,5
00,INDIA,,,,,,,,,,,106000,SAVARA,3,1,2
00,INDIA,,,,,,,,,,,117000,TULU ,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,1266,690,576
00,INDIA,,,,,,016000,PUNJABI ,2152986,1172461,980525,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,129,83,46
00,INDIA,,,,,,,,,,,002000,BENGALI ,1392,851,541
00,INDIA,,,,,,,,,,,004000,DOGRI ,1146,659,487
00,INDIA,,,,,,,,,,,005000,GUJARATI,2009,1147,862
00,INDIA,,,,,,,,,,,007000,KANNADA,182,112,70
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,211,127,84
00,INDIA,,,,,,,,,,,009000,KONKANI,15,10,5
00,INDIA,,,,,,,,,,,010000,MAITHILI ,174,116,58
00,INDIA,,,,,,,,,,,011000,MALAYALAM,50,29,21
00,INDIA,,,,,,,,,,,012000,MANIPURI ,8,5,3
00,INDIA,,,,,,,,,,,013000,MARATHI ,3917,2233,1684
00,INDIA,,,,,,,,,,,014000,NEPALI ,548,335,213
00,INDIA,,,,,,,,,,,015000,ODIA ,202,131,71
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1887,1066,821
00,INDIA,,,,,,,,,,,018000,SANTALI ,3,2,1
00,INDIA,,,,,,,,,,,019000,SINDHI,523,288,235
00,INDIA,,,,,,,,,,,020000,TAMIL ,87,56,31
00,INDIA,,,,,,,,,,,021000,TELUGU ,235,140,95
00,INDIA,,,,,,,,,,,022000,URDU,4885,3706,1179
00,INDIA,,,,,,,,,,,023000,ADI ,2,1,1
00,INDIA,,,,,,,,,,,024000,AFGHANI/KABULI/PASHTO ,33,17,16
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,84,60,24
00,INDIA,,,,,,,,,,,029000,BALTI ,4,2,2
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,112,68,44
00,INDIA,,,,,,,,,,,031000,BHOTIA ,6,4,2
00,INDIA,,,,,,,,,,,039000,DIMASA ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,673459,381397,292062
00,INDIA,,,,,,,,,,,043000,GARO ,1,1,0
00,INDIA,,,,,,,,,,,044000,GONDI,50,30,20
00,INDIA,,,,,,,,,,,045000,HALABI,8,5,3
00,INDIA,,,,,,,,,,,053000,KHANDESHI,18,11,7
00,INDIA,,,,,,,,,,,054000,KHARIA ,6,5,1
00,INDIA,,,,,,,,,,,055000,KHASI ,2,1,1
00,INDIA,,,,,,,,,,,059000,KINNAURI ,9,7,2
00,INDIA,,,,,,,,,,,067000,KORKU ,3,3,0
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,42,28,14
00,INDIA,,,,,,,,,,,073000,LADAKHI ,69,32,37
00,INDIA,,,,,,,,,,,075000,LAHNDA ,930,468,462
00,INDIA,,,,,,,,,,,084000,MAO,4,3,1
00,INDIA,,,,,,,,,,,091000,MUNDA,18,12,6
00,INDIA,,,,,,,,,,,092000,MUNDARI ,8,4,4
00,INDIA,,,,,,,,,,,094000,NISSI/DAFLA ,6,3,3
00,INDIA,,,,,,,,,,,101000,POCHURY,1,1,0
00,INDIA,,,,,,,,,,,106000,SAVARA,1,1,0
00,INDIA,,,,,,,,,,,115000,TIBETAN ,11,7,4
00,INDIA,,,,,,,,,,,117000,TULU ,11,4,7
00,INDIA,,,,,,,,,,,124000,OTHERS,981,557,424
00,INDIA,,,,,,017000,SANSKRIT ,994863,631099,363764,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,33,23,10
00,INDIA,,,,,,,,,,,002000,BENGALI ,427,276,151
00,INDIA,,,,,,,,,,,004000,DOGRI ,9,6,3
00,INDIA,,,,,,,,,,,005000,GUJARATI,482,351,131
00,INDIA,,,,,,,,,,,007000,KANNADA,391,183,208
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,4,3,1
00,INDIA,,,,,,,,,,,009000,KONKANI,3,1,2
00,INDIA,,,,,,,,,,,010000,MAITHILI ,529,337,192
00,INDIA,,,,,,,,,,,011000,MALAYALAM,16,12,4
00,INDIA,,,,,,,,,,,013000,MARATHI ,1267,795,472
00,INDIA,,,,,,,,,,,014000,NEPALI ,61,47,14
00,INDIA,,,,,,,,,,,015000,ODIA ,74,46,28
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1290,756,534
00,INDIA,,,,,,,,,,,018000,SANTALI ,16,12,4
00,INDIA,,,,,,,,,,,019000,SINDHI,62,35,27
00,INDIA,,,,,,,,,,,020000,TAMIL ,29,22,7
00,INDIA,,,,,,,,,,,021000,TELUGU ,35,29,6
00,INDIA,,,,,,,,,,,022000,URDU,1438,965,473
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,58,21,37
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,50,31,19
00,INDIA,,,,,,,,,,,040000,ENGLISH ,387380,253771,133609
00,INDIA,,,,,,,,,,,044000,GONDI,25,12,13
00,INDIA,,,,,,,,,,,045000,HALABI,5,3,2
00,INDIA,,,,,,,,,,,067000,KORKU ,1,0,1
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,5,3,2
00,INDIA,,,,,,,,,,,073000,LADAKHI ,4,2,2
00,INDIA,,,,,,,,,,,074000,LAHAULI ,1,1,0
00,INDIA,,,,,,,,,,,075000,LAHNDA ,3,1,2
00,INDIA,,,,,,,,,,,091000,MUNDA,5,5,0
00,INDIA,,,,,,,,,,,117000,TULU ,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,2640,1440,1200
00,INDIA,,,,,,018000,SANTALI ,75054,39029,36025,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,20,10,10
00,INDIA,,,,,,,,,,,002000,BENGALI ,3637,1877,1760
00,INDIA,,,,,,,,,,,003000,BODO ,3,2,1
00,INDIA,,,,,,,,,,,005000,GUJARATI,1,1,0
00,INDIA,,,,,,,,,,,010000,MAITHILI ,28,14,14
00,INDIA,,,,,,,,,,,013000,MARATHI ,190,100,90
00,INDIA,,,,,,,,,,,014000,NEPALI ,8,4,4
00,INDIA,,,,,,,,,,,015000,ODIA ,233,116,117
00,INDIA,,,,,,,,,,,016000,PUNJABI ,7,3,4
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,26,12,14
00,INDIA,,,,,,,,,,,019000,SINDHI,1,0,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,1,0
00,INDIA,,,,,,,,,,,021000,TELUGU ,4,3,1
00,INDIA,,,,,,,,,,,022000,URDU,58,44,14
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1155,733,422
00,INDIA,,,,,,,,,,,044000,GONDI,4,1,3
00,INDIA,,,,,,,,,,,045000,HALABI,1,1,0
00,INDIA,,,,,,,,,,,048000,HO,44,28,16
00,INDIA,,,,,,,,,,,054000,KHARIA ,6,1,5
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,19,7,12
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,2,2,0
00,INDIA,,,,,,,,,,,083000,MALTO ,32,22,10
00,INDIA,,,,,,,,,,,091000,MUNDA,6,2,4
00,INDIA,,,,,,,,,,,092000,MUNDARI ,60,30,30
00,INDIA,,,,,,,,,,,124000,OTHERS,5,3,2
00,INDIA,,,,,,019000,SINDHI,141391,73015,68376,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,3,2,1
00,INDIA,,,,,,,,,,,002000,BENGALI ,65,32,33
00,INDIA,,,,,,,,,,,005000,GUJARATI,1671,883,788
00,INDIA,,,,,,,,,,,007000,KANNADA,21,13,8
00,INDIA,,,,,,,,,,,009000,KONKANI,2,1,1
00,INDIA,,,,,,,,,,,010000,MAITHILI ,4,2,2
00,INDIA,,,,,,,,,,,011000,MALAYALAM,6,4,2
00,INDIA,,,,,,,,,,,013000,MARATHI ,1234,665,569
00,INDIA,,,,,,,,,,,014000,NEPALI ,4,4,0
00,INDIA,,,,,,,,,,,015000,ODIA ,27,14,13
00,INDIA,,,,,,,,,,,016000,PUNJABI ,719,374,345
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,101,52,49
00,INDIA,,,,,,,,,,,020000,TAMIL ,8,3,5
00,INDIA,,,,,,,,,,,021000,TELUGU ,15,8,7
00,INDIA,,,,,,,,,,,022000,URDU,310,166,144
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,14,7,7
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,7,3,4
00,INDIA,,,,,,,,,,,040000,ENGLISH ,17054,9345,7709
00,INDIA,,,,,,,,,,,044000,GONDI,1,1,0
00,INDIA,,,,,,,,,,,045000,HALABI,1,1,0
00,INDIA,,,,,,,,,,,053000,KHANDESHI,1,1,0
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,1,1,0
00,INDIA,,,,,,,,,,,075000,LAHNDA ,5,3,2
00,INDIA,,,,,,,,,,,084000,MAO,2,1,1
00,INDIA,,,,,,,,,,,124000,OTHERS,458,237,221
00,INDIA,,,,,,020000,TAMIL ,158914,90017,68897,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,7,4,3
00,INDIA,,,,,,,,,,,002000,BENGALI ,294,170,124
00,INDIA,,,,,,,,,,,004000,DOGRI ,1,0,1
00,INDIA,,,,,,,,,,,005000,GUJARATI,333,209,124
00,INDIA,,,,,,,,,,,007000,KANNADA,3221,1914,1307
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,1,1,0
00,INDIA,,,,,,,,,,,009000,KONKANI,20,7,13
00,INDIA,,,,,,,,,,,010000,MAITHILI ,4,2,2
00,INDIA,,,,,,,,,,,011000,MALAYALAM,368,245,123
00,INDIA,,,,,,,,,,,012000,MANIPURI ,2,0,2
00,INDIA,,,,,,,,,,,013000,MARATHI ,1053,561,492
00,INDIA,,,,,,,,,,,014000,NEPALI ,40,28,12
00,INDIA,,,,,,,,,,,015000,ODIA ,50,34,16
00,INDIA,,,,,,,,,,,016000,PUNJABI ,103,63,40
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,44,23,21
00,INDIA,,,,,,,,,,,019000,SINDHI,4,3,1
00,INDIA,,,,,,,,,,,021000,TELUGU ,1977,1151,826
00,INDIA,,,,,,,,,,,022000,URDU,365,193,172
00,INDIA,,,,,,,,,,,023000,ADI ,1,1,0
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,44,33,11
00,INDIA,,,,,,,,,,,040000,ENGLISH ,42280,24848,17432
00,INDIA,,,,,,,,,,,044000,GONDI,3,2,1
00,INDIA,,,,,,,,,,,045000,HALABI,1,1,0
00,INDIA,,,,,,,,,,,055000,KHASI ,1,1,0
00,INDIA,,,,,,,,,,,093000,NICOBARESE ,1,1,0
00,INDIA,,,,,,,,,,,101000,POCHURY,3,2,1
00,INDIA,,,,,,,,,,,113000,TANGSA,2,1,1
00,INDIA,,,,,,,,,,,115000,TIBETAN ,2,1,1
00,INDIA,,,,,,,,,,,117000,TULU ,5,1,4
00,INDIA,,,,,,,,,,,124000,OTHERS,367,208,159
00,INDIA,,,,,,021000,TELUGU ,1963409,1018456,944953,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,29,15,14
00,INDIA,,,,,,,,,,,002000,BENGALI ,410,230,180
00,INDIA,,,,,,,,,,,003000,BODO ,1,0,1
00,INDIA,,,,,,,,,,,005000,GUJARATI,363,208,155
00,INDIA,,,,,,,,,,,007000,KANNADA,11756,6479,5277
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,3,2,1
00,INDIA,,,,,,,,,,,009000,KONKANI,19,12,7
00,INDIA,,,,,,,,,,,010000,MAITHILI ,6,6,0
00,INDIA,,,,,,,,,,,011000,MALAYALAM,123,60,63
00,INDIA,,,,,,,,,,,013000,MARATHI ,10638,5829,4809
00,INDIA,,,,,,,,,,,014000,NEPALI ,76,44,32
00,INDIA,,,,,,,,,,,015000,ODIA ,492,285,207
00,INDIA,,,,,,,,,,,016000,PUNJABI ,210,117,93
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,51,33,18
00,INDIA,,,,,,,,,,,018000,SANTALI ,2,1,1
00,INDIA,,,,,,,,,,,019000,SINDHI,18,11,7
00,INDIA,,,,,,,,,,,020000,TAMIL ,2155,1309,846
00,INDIA,,,,,,,,,,,022000,URDU,4082,2387,1695
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,66,33,33
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,111885,72117,39768
00,INDIA,,,,,,,,,,,043000,GARO ,1,1,0
00,INDIA,,,,,,,,,,,044000,GONDI,624,378,246
00,INDIA,,,,,,,,,,,045000,HALABI,64,35,29
00,INDIA,,,,,,,,,,,059000,KINNAURI ,1,1,0
00,INDIA,,,,,,,,,,,069000,KOYA ,48,31,17
00,INDIA,,,,,,,,,,,075000,LAHNDA ,1,1,0
00,INDIA,,,,,,,,,,,097000,PARJI ,1,0,1
00,INDIA,,,,,,,,,,,116000,TRIPURI ,1,0,1
00,INDIA,,,,,,,,,,,117000,TULU ,3,1,2
00,INDIA,,,,,,,,,,,124000,OTHERS,807,495,312
00,INDIA,,,,,,022000,URDU,7705111,4162741,3542370,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,265,170,95
00,INDIA,,,,,,,,,,,002000,BENGALI ,13280,7644,5636
00,INDIA,,,,,,,,,,,004000,DOGRI ,12340,7816,4524
00,INDIA,,,,,,,,,,,005000,GUJARATI,23455,12688,10767
00,INDIA,,,,,,,,,,,007000,KANNADA,3183,1698,1485
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,54986,32441,22545
00,INDIA,,,,,,,,,,,009000,KONKANI,1212,621,591
00,INDIA,,,,,,,,,,,010000,MAITHILI ,1567,857,710
00,INDIA,,,,,,,,,,,011000,MALAYALAM,110,64,46
00,INDIA,,,,,,,,,,,012000,MANIPURI ,2,2,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,75533,40254,35279
00,INDIA,,,,,,,,,,,014000,NEPALI ,301,182,119
00,INDIA,,,,,,,,,,,015000,ODIA ,3293,1779,1514
00,INDIA,,,,,,,,,,,016000,PUNJABI ,4691,3472,1219
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,2153,1387,766
00,INDIA,,,,,,,,,,,018000,SANTALI ,218,125,93
00,INDIA,,,,,,,,,,,019000,SINDHI,108,59,49
00,INDIA,,,,,,,,,,,020000,TAMIL ,289,152,137
00,INDIA,,,,,,,,,,,021000,TELUGU ,2506,1301,1205
00,INDIA,,,,,,,,,,,023000,ADI ,1,0,1
00,INDIA,,,,,,,,,,,024000,AFGHANI/KABULI/PASHTO ,61,35,26
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,133857,68129,65728
00,INDIA,,,,,,,,,,,029000,BALTI ,11,6,5
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,380,191,189
00,INDIA,,,,,,,,,,,040000,ENGLISH ,469371,285523,183848
00,INDIA,,,,,,,,,,,043000,GARO ,1,1,0
00,INDIA,,,,,,,,,,,044000,GONDI,20,14,6
00,INDIA,,,,,,,,,,,045000,HALABI,17,8,9
00,INDIA,,,,,,,,,,,048000,HO,6,4,2
00,INDIA,,,,,,,,,,,053000,KHANDESHI,442,225,217
00,INDIA,,,,,,,,,,,055000,KHASI ,9,9,0
00,INDIA,,,,,,,,,,,059000,KINNAURI ,2,2,0
00,INDIA,,,,,,,,,,,063000,KOLAMI ,1,1,0
00,INDIA,,,,,,,,,,,067000,KORKU ,2,0,2
00,INDIA,,,,,,,,,,,071000,KUKI,2,1,1
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,10,5,5
00,INDIA,,,,,,,,,,,073000,LADAKHI ,57,29,28
00,INDIA,,,,,,,,,,,075000,LAHNDA ,50,28,22
00,INDIA,,,,,,,,,,,076000,LAKHER,1,1,0
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,1,0
00,INDIA,,,,,,,,,,,083000,MALTO ,2,1,1
00,INDIA,,,,,,,,,,,091000,MUNDA,2,1,1
00,INDIA,,,,,,,,,,,092000,MUNDARI ,11,10,1
00,INDIA,,,,,,,,,,,094000,NISSI/DAFLA ,1,1,0
00,INDIA,,,,,,,,,,,101000,POCHURY,2,2,0
00,INDIA,,,,,,,,,,,102000,RABHA ,3,3,0
00,INDIA,,,,,,,,,,,115000,TIBETAN ,8,5,3
00,INDIA,,,,,,,,,,,117000,TULU ,44,27,17
00,INDIA,,,,,,,,,,,124000,OTHERS,3842,2310,1532
00,INDIA,,,,,,023000,ADI ,322,184,138,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,21,15,6
